date,restaurant,planned_hours,actual_hours,budget,sells
2017-09-16,Copacabana,11,182,61.44,3960.02
2017-09-16,Noodle Bar,253,268,2173.3,1162.31
2017-09-16,Jack Rabbit,287,32,4581.35,3632.35
2017-09-17,Copacabana,178,185,3299.96,377.74
2017-09-17,Noodle Bar,229,64,3352.3,61.79
2017-09-17,Jack Rabbit,241,192,681.62,2328.66
2017-09-18,Copacabana,154,293,2095.62,2167.56
2017-09-18,Noodle Bar,88,246,119.46,4533.63
2017-09-18,Jack Rabbit,85,104,1119.75,1553.45
2017-09-19,Copacabana,200,277,3014.27,4804.23
2017-09-19,Noodle Bar,45,299,3680.79,2590.18
2017-09-19,Jack Rabbit,35,246,3028.83,1268.31
2017-09-20,Copacabana,94,16,342.93,4665.36
2017-09-20,Noodle Bar,223,60,2517.4,745.82
2017-09-20,Jack Rabbit,143,57,1474.05,3476.34
2017-09-21,Copacabana,160,132,3778.51,605.39
2017-09-21,Noodle Bar,62,103,3679.69,1900.5
2017-09-21,Jack Rabbit,64,52,235.06,522.67
2017-09-22,Copacabana,188,102,2013.69,3585.64
2017-09-22,Noodle Bar,58,33,601.08,4457.22
2017-09-22,Jack Rabbit,149,101,4758.4,4405.98
2017-09-23,Copacabana,211,75,3544.18,1587.48
2017-09-23,Noodle Bar,220,217,4066.62,2983.85
2017-09-23,Jack Rabbit,192,59,708.1,4796.06
2017-09-24,Copacabana,100,104,696.15,4555.28
2017-09-24,Noodle Bar,62,79,3236.37,4364.15
2017-09-24,Jack Rabbit,147,22,2972.31,412.6
2017-09-25,Copacabana,283,256,4565.98,3664.52
2017-09-25,Noodle Bar,1,120,1491.82,4722.48
2017-09-25,Jack Rabbit,16,106,2486.4,449.28
2017-09-26,Copacabana,67,265,3151.54,1067.69
2017-09-26,Noodle Bar,254,156,3864.8,2397.05
2017-09-26,Jack Rabbit,19,262,776.81,1647.08
2017-09-27,Copacabana,51,229,905.12,4080.74
2017-09-27,Noodle Bar,95,219,3614.67,4655.4
2017-09-27,Jack Rabbit,25,151,4149.37,3539.52
2017-09-28,Copacabana,27,6,4796.81,791.58
2017-09-28,Noodle Bar,244,263,144.42,2922.51
2017-09-28,Jack Rabbit,187,112,4310.06,2050.92
2017-09-29,Copacabana,277,84,1453.12,2334.47
2017-09-29,Noodle Bar,245,68,2728.99,3781.71
2017-09-29,Jack Rabbit,276,190,2605.22,3334.45
2017-09-30,Copacabana,113,97,1618.04,3146.52
2017-09-30,Noodle Bar,28,77,1790.41,3550.95
2017-09-30,Jack Rabbit,143,148,576.93,3791.48
2017-10-01,Copacabana,169,169,2820.68,4414.84
2017-10-01,Noodle Bar,35,262,3383.9,1905.01
2017-10-01,Jack Rabbit,296,191,4858.56,725.41
2017-10-02,Copacabana,219,159,856.91,1401.47
2017-10-02,Noodle Bar,97,259,1724.56,2489.49
2017-10-02,Jack Rabbit,120,254,2139.02,4251.89
2017-10-03,Copacabana,79,81,1930.6,4686.88
2017-10-03,Noodle Bar,249,199,274.8,1919.44
2017-10-03,Jack Rabbit,276,61,4431.76,1588.95
2017-10-04,Copacabana,215,104,1150.96,2263.31
2017-10-04,Noodle Bar,204,53,4523.86,4078.99
2017-10-04,Jack Rabbit,8,52,2667.87,289.88
2017-10-05,Copacabana,276,56,3783.46,4352.45
2017-10-05,Noodle Bar,158,116,1710.96,4550.91
2017-10-05,Jack Rabbit,164,126,1518.6,1053.15
2017-10-06,Copacabana,176,156,450.02,320.03
2017-10-06,Noodle Bar,88,78,3862.56,2286.49
2017-10-06,Jack Rabbit,101,155,1861.65,3365.29
2017-10-07,Copacabana,203,11,1037.21,4928.95
2017-10-07,Noodle Bar,161,259,4566.07,4155.31
2017-10-07,Jack Rabbit,114,291,1518.21,3807.43
2017-10-08,Copacabana,233,197,643.39,429.54
2017-10-08,Noodle Bar,190,177,2357.5,3611.44
2017-10-08,Jack Rabbit,292,264,301.69,1715.39
2017-10-09,Copacabana,50,203,4635.35,133.43
2017-10-09,Noodle Bar,236,207,2548.74,708.15
2017-10-09,Jack Rabbit,204,247,909.91,2671.07
2017-10-10,Copacabana,167,261,4633.74,766.63
2017-10-10,Noodle Bar,272,73,2484.78,3792.25
2017-10-10,Jack Rabbit,117,48,4733.52,3547.95
2017-10-11,Copacabana,260,298,4062.63,1989.72
2017-10-11,Noodle Bar,188,21,2158.45,4447.02
2017-10-11,Jack Rabbit,162,259,3403.72,1047.62
2017-10-12,Copacabana,164,21,1982.14,1442.7
2017-10-12,Noodle Bar,132,124,775.15,4283.61
2017-10-12,Jack Rabbit,25,45,4923.37,578.66
2017-10-13,Copacabana,169,65,1560.92,322.15
2017-10-13,Noodle Bar,37,21,327.25,556.02
2017-10-13,Jack Rabbit,23,59,590.59,3441.32
2017-10-14,Copacabana,291,227,3339.73,2005.37
2017-10-14,Noodle Bar,8,34,2683.5,4441.85
2017-10-14,Jack Rabbit,284,219,631.43,742.32
2017-10-15,Copacabana,135,132,1167.34,425.99
2017-10-15,Noodle Bar,216,281,4015.68,940.15
2017-10-15,Jack Rabbit,237,162,3418.19,3593.67
2017-10-16,Copacabana,137,17,3881.87,2073.98
2017-10-16,Noodle Bar,207,279,104.69,1543.98
2017-10-16,Jack Rabbit,74,188,3774.07,1585.07
2017-10-17,Copacabana,119,116,4719.75,1798.98
2017-10-17,Noodle Bar,59,8,2666.12,2681.25
2017-10-17,Jack Rabbit,166,268,3953.94,1676.64
2017-10-18,Copacabana,74,181,1285.6,1292.25
2017-10-18,Noodle Bar,92,187,1965.62,1970.79
2017-10-18,Jack Rabbit,283,3,3998.35,1475.17
2017-10-19,Copacabana,37,97,346.21,4254.3
2017-10-19,Noodle Bar,100,158,3296.34,2931.65
2017-10-19,Jack Rabbit,219,135,3864.34,1348.9
2017-10-20,Copacabana,4,54,2098.12,2048.86
2017-10-20,Noodle Bar,112,246,1790.42,3361.65
2017-10-20,Jack Rabbit,262,50,957.31,4805.6
2017-10-21,Copacabana,211,178,2320.81,1501.9
2017-10-21,Noodle Bar,210,92,3754.07,3972.95
2017-10-21,Jack Rabbit,49,277,2226.23,2775.09
2017-10-22,Copacabana,114,294,1925.42,1847.47
2017-10-22,Noodle Bar,132,192,4820.61,83.47
2017-10-22,Jack Rabbit,205,204,2062.18,4413.54
2017-10-23,Copacabana,127,120,3187.5,2949.64
2017-10-23,Noodle Bar,88,142,119.24,3921.61
2017-10-23,Jack Rabbit,23,255,4788.2,2307.83
2017-10-24,Copacabana,202,25,3078.1,2740.62
2017-10-24,Noodle Bar,274,23,1103.24,4279.86
2017-10-24,Jack Rabbit,205,16,4050.2,3068.08
2017-10-25,Copacabana,145,134,1634.74,3319.46
2017-10-25,Noodle Bar,131,118,1272.91,3761.3
2017-10-25,Jack Rabbit,106,222,618.66,1540.83
2017-10-26,Copacabana,212,63,4583.73,1752.34
2017-10-26,Noodle Bar,123,157,4506.43,1410.66
2017-10-26,Jack Rabbit,52,173,4158.09,4260.71
2017-10-27,Copacabana,8,252,1924.1,41.45
2017-10-27,Noodle Bar,275,106,1660.51,1452.55
2017-10-27,Jack Rabbit,144,4,1672.3,2133.3
2017-10-28,Copacabana,73,72,1995.71,4616.87
2017-10-28,Noodle Bar,185,293,757.74,2240.25
2017-10-28,Jack Rabbit,222,14,906.64,1074.17
2017-10-29,Copacabana,9,115,1768.84,4340.58
2017-10-29,Noodle Bar,142,16,2482.79,3070.38
2017-10-29,Jack Rabbit,251,84,57.68,2607.89
2017-10-30,Copacabana,167,285,71.09,1461.62
2017-10-30,Noodle Bar,256,121,2420.73,2794.73
2017-10-30,Jack Rabbit,195,45,4382.79,2771.0
2017-10-31,Copacabana,36,158,4028.51,3321.65
2017-10-31,Noodle Bar,154,59,3986.67,4525.11
2017-10-31,Jack Rabbit,214,195,175.99,3261.89
2017-11-01,Copacabana,246,234,659.56,2927.52
2017-11-01,Noodle Bar,86,116,502.38,4236.42
2017-11-01,Jack Rabbit,83,221,703.27,3315.44
2017-11-02,Copacabana,178,57,2432.26,4914.16
2017-11-02,Noodle Bar,290,169,2135.35,1017.4
2017-11-02,Jack Rabbit,237,111,3458.38,913.96
2017-11-03,Copacabana,231,68,2481.59,1502.52
2017-11-03,Noodle Bar,24,90,3096.42,1584.48
2017-11-03,Jack Rabbit,283,20,2283.27,295.78
2017-11-04,Copacabana,165,16,1355.8,2924.45
2017-11-04,Noodle Bar,253,36,611.49,943.85
2017-11-04,Jack Rabbit,31,48,790.21,4616.81
2017-11-05,Copacabana,275,141,4867.21,822.71
2017-11-05,Noodle Bar,89,131,4375.35,931.2
2017-11-05,Jack Rabbit,48,248,4484.35,3277.29
2017-11-06,Copacabana,200,36,4088.29,2489.54
2017-11-06,Noodle Bar,89,90,430.62,3860.04
2017-11-06,Jack Rabbit,53,273,677.88,1828.41
2017-11-07,Copacabana,135,110,4465.31,2757.12
2017-11-07,Noodle Bar,216,283,1553.01,979.4
2017-11-07,Jack Rabbit,141,97,1735.28,30.13
2017-11-08,Copacabana,202,264,1645.73,213.82
2017-11-08,Noodle Bar,222,187,2038.75,171.56
2017-11-08,Jack Rabbit,55,72,3313.39,650.84
2017-11-09,Copacabana,248,147,3620.45,43.23
2017-11-09,Noodle Bar,71,42,1965.87,4628.44
2017-11-09,Jack Rabbit,75,170,2991.93,743.65
2017-11-10,Copacabana,23,71,2121.78,1874.16
2017-11-10,Noodle Bar,120,139,2019.81,2718.37
2017-11-10,Jack Rabbit,190,147,546.89,1232.13
2017-11-11,Copacabana,217,279,1497.77,4551.11
2017-11-11,Noodle Bar,135,127,3354.41,4486.64
2017-11-11,Jack Rabbit,187,299,2579.05,475.83
2017-11-12,Copacabana,139,170,2993.5,2668.02
2017-11-12,Noodle Bar,103,3,4651.5,666.7
2017-11-12,Jack Rabbit,291,244,2066.71,542.76
2017-11-13,Copacabana,46,82,2211.35,686.56
2017-11-13,Noodle Bar,139,244,3321.46,2090.18
2017-11-13,Jack Rabbit,293,126,4234.28,69.51
2017-11-14,Copacabana,264,162,3823.76,4458.33
2017-11-14,Noodle Bar,269,259,1309.74,3609.23
2017-11-14,Jack Rabbit,51,161,536.29,3788.5
2017-11-15,Copacabana,293,163,1064.29,2877.24
2017-11-15,Noodle Bar,183,28,347.73,652.2
2017-11-15,Jack Rabbit,118,171,4637.17,4272.35
2017-11-16,Copacabana,295,63,4858.2,4092.42
2017-11-16,Noodle Bar,170,177,2773.4,3345.8
2017-11-16,Jack Rabbit,11,25,1010.97,4790.2
2017-11-17,Copacabana,163,43,4812.25,4402.38
2017-11-17,Noodle Bar,261,287,3141.48,4485.91
2017-11-17,Jack Rabbit,116,33,4226.13,631.02
2017-11-18,Copacabana,36,271,901.08,3256.43
2017-11-18,Noodle Bar,128,178,3148.53,2211.6
2017-11-18,Jack Rabbit,32,108,2650.15,2922.32
2017-11-19,Copacabana,36,263,4250.58,652.76
2017-11-19,Noodle Bar,186,42,4022.04,4338.59
2017-11-19,Jack Rabbit,194,105,32.65,835.9
2017-11-20,Copacabana,162,300,3190.85,3479.47
2017-11-20,Noodle Bar,88,74,3543.54,3560.71
2017-11-20,Jack Rabbit,194,54,1057.55,3598.93
2017-11-21,Copacabana,74,83,745.25,3061.17
2017-11-21,Noodle Bar,152,16,2360.06,3315.51
2017-11-21,Jack Rabbit,203,161,3910.93,2519.45
2017-11-22,Copacabana,233,175,4872.44,4721.51
2017-11-22,Noodle Bar,230,165,3931.83,3744.65
2017-11-22,Jack Rabbit,252,294,926.92,2010.57
2017-11-23,Copacabana,6,212,2729.78,1752.36
2017-11-23,Noodle Bar,276,168,1669.99,502.96
2017-11-23,Jack Rabbit,234,131,1029.74,3029.85
2017-11-24,Copacabana,120,250,3016.65,1253.89
2017-11-24,Noodle Bar,157,134,3026.01,2911.27
2017-11-24,Jack Rabbit,40,182,2273.32,586.49
2017-11-25,Copacabana,285,40,2382.95,2050.87
2017-11-25,Noodle Bar,155,127,413.28,2888.57
2017-11-25,Jack Rabbit,272,116,4067.48,1923.42
2017-11-26,Copacabana,150,38,3914.52,1145.78
2017-11-26,Noodle Bar,272,220,240.47,4555.2
2017-11-26,Jack Rabbit,150,105,2020.29,4819.55
2017-11-27,Copacabana,145,254,256.89,2392.09
2017-11-27,Noodle Bar,68,284,4698.17,77.27
2017-11-27,Jack Rabbit,124,28,3847.13,4647.55
2017-11-28,Copacabana,27,274,126.32,720.7
2017-11-28,Noodle Bar,202,135,11.16,4913.98
2017-11-28,Jack Rabbit,40,225,4478.91,4028.99
2017-11-29,Copacabana,86,98,176.21,4572.16
2017-11-29,Noodle Bar,153,137,132.96,4067.33
2017-11-29,Jack Rabbit,180,185,894.29,376.71
2017-11-30,Copacabana,207,90,478.91,501.05
2017-11-30,Noodle Bar,138,232,1129.03,2612.56
2017-11-30,Jack Rabbit,289,57,1318.19,622.6
2017-12-01,Copacabana,11,123,104.29,2596.4
2017-12-01,Noodle Bar,73,193,4631.74,4271.46
2017-12-01,Jack Rabbit,87,223,2432.56,139.89
2017-12-02,Copacabana,219,109,4642.86,1058.21
2017-12-02,Noodle Bar,12,171,2093.73,1096.12
2017-12-02,Jack Rabbit,175,293,2597.87,4997.92
2017-12-03,Copacabana,115,268,3735.39,2209.49
2017-12-03,Noodle Bar,158,103,3321.86,817.97
2017-12-03,Jack Rabbit,188,128,1577.23,4444.85
2017-12-04,Copacabana,142,243,2747.68,2402.41
2017-12-04,Noodle Bar,175,49,2985.54,1057.68
2017-12-04,Jack Rabbit,236,47,1680.99,3775.11
2017-12-05,Copacabana,237,282,137.77,2266.55
2017-12-05,Noodle Bar,2,204,2980.4,4503.93
2017-12-05,Jack Rabbit,168,294,1195.74,1742.5
2017-12-06,Copacabana,134,43,1042.49,163.05
2017-12-06,Noodle Bar,36,10,1398.29,430.93
2017-12-06,Jack Rabbit,136,98,3615.26,1234.15
2017-12-07,Copacabana,173,84,697.4,4043.25
2017-12-07,Noodle Bar,136,16,4789.99,4266.22
2017-12-07,Jack Rabbit,179,185,1123.35,3495.91
2017-12-08,Copacabana,122,263,2332.1,3870.03
2017-12-08,Noodle Bar,89,42,40.39,4983.33
2017-12-08,Jack Rabbit,227,52,1727.07,3471.56
2017-12-09,Copacabana,219,297,1997.36,4500.31
2017-12-09,Noodle Bar,221,55,4334.47,3814.4
2017-12-09,Jack Rabbit,69,293,581.08,4595.79
2017-12-10,Copacabana,238,97,2981.29,2129.57
2017-12-10,Noodle Bar,142,50,2058.78,497.94
2017-12-10,Jack Rabbit,133,130,3761.84,2698.12
2017-12-11,Copacabana,90,69,4547.4,1885.97
2017-12-11,Noodle Bar,218,79,4617.32,1761.07
2017-12-11,Jack Rabbit,279,99,3282.35,3262.45
2017-12-12,Copacabana,279,264,4340.64,3937.14
2017-12-12,Noodle Bar,223,108,4367.21,2434.89
2017-12-12,Jack Rabbit,11,183,4052.71,1717.27
2017-12-13,Copacabana,260,279,957.64,1803.87
2017-12-13,Noodle Bar,91,166,779.22,3501.57
2017-12-13,Jack Rabbit,67,140,1384.4,3051.11
2017-12-14,Copacabana,139,156,1653.68,632.45
2017-12-14,Noodle Bar,131,282,3945.98,2609.55
2017-12-14,Jack Rabbit,58,73,3112.71,3816.88
2017-12-15,Copacabana,175,106,448.74,1186.4
2017-12-15,Noodle Bar,170,89,2704.35,1237.81
2017-12-15,Jack Rabbit,104,5,546.68,2807.19
2017-12-16,Copacabana,146,175,2359.28,1751.78
2017-12-16,Noodle Bar,140,24,2076.46,4415.77
2017-12-16,Jack Rabbit,140,137,3142.06,1796.22
2017-12-17,Copacabana,39,100,4753.71,2586.31
2017-12-17,Noodle Bar,186,200,1659.74,515.53
2017-12-17,Jack Rabbit,16,60,2044.73,1815.23
2017-12-18,Copacabana,166,125,1413.8,4038.99
2017-12-18,Noodle Bar,9,277,455.26,4604.84
2017-12-18,Jack Rabbit,0,141,1451.31,1206.96
2017-12-19,Copacabana,141,150,4061.76,2710.84
2017-12-19,Noodle Bar,50,21,757.6,1182.19
2017-12-19,Jack Rabbit,224,52,926.48,146.49
2017-12-20,Copacabana,211,160,579.0,312.5
2017-12-20,Noodle Bar,264,227,1222.18,2826.13
2017-12-20,Jack Rabbit,234,79,878.33,472.06
2017-12-21,Copacabana,217,186,3812.47,1227.52
2017-12-21,Noodle Bar,135,194,4181.93,4608.52
2017-12-21,Jack Rabbit,34,74,3388.43,1272.94
2017-12-22,Copacabana,42,103,4292.65,379.32
2017-12-22,Noodle Bar,156,97,3705.65,607.8
2017-12-22,Jack Rabbit,273,9,4619.64,2477.09
2017-12-23,Copacabana,241,242,4978.95,3764.94
2017-12-23,Noodle Bar,54,129,4329.59,3240.8
2017-12-23,Jack Rabbit,65,27,2111.19,2503.22
2017-12-24,Copacabana,102,207,1992.71,272.84
2017-12-24,Noodle Bar,182,154,1372.46,580.05
2017-12-24,Jack Rabbit,21,291,3073.39,3109.72
2017-12-25,Copacabana,297,221,454.22,1895.92
2017-12-25,Noodle Bar,156,82,3638.75,1079.73
2017-12-25,Jack Rabbit,180,283,769.57,4797.85
2017-12-26,Copacabana,186,189,1127.97,3666.86
2017-12-26,Noodle Bar,53,6,4829.22,3399.47
2017-12-26,Jack Rabbit,137,1,2549.97,4436.26
2017-12-27,Copacabana,121,42,4373.18,369.49
2017-12-27,Noodle Bar,162,266,2594.73,888.47
2017-12-27,Jack Rabbit,228,159,1931.25,564.83
2017-12-28,Copacabana,150,223,2282.09,4427.02
2017-12-28,Noodle Bar,31,294,2562.28,333.47
2017-12-28,Jack Rabbit,41,257,4691.99,3737.27
2017-12-29,Copacabana,14,62,354.52,136.82
2017-12-29,Noodle Bar,231,207,2111.8,14.71
2017-12-29,Jack Rabbit,241,298,4847.43,2078.19
2017-12-30,Copacabana,198,176,1671.73,128.54
2017-12-30,Noodle Bar,184,292,2593.47,1011.96
2017-12-30,Jack Rabbit,136,252,1743.26,3627.29
2017-12-31,Copacabana,5,231,1651.99,3072.12
2017-12-31,Noodle Bar,48,102,3612.92,2757.77
2017-12-31,Jack Rabbit,247,275,816.55,3521.12
2018-01-01,Copacabana,109,270,1149.11,976.56
2018-01-01,Noodle Bar,41,200,4237.01,2210.72
2018-01-01,Jack Rabbit,245,139,90.69,1147.36
2018-01-02,Copacabana,184,210,4751.28,4470.54
2018-01-02,Noodle Bar,141,243,4503.95,4507.81
2018-01-02,Jack Rabbit,190,14,337.51,190.19
2018-01-03,Copacabana,164,218,3034.49,1189.44
2018-01-03,Noodle Bar,160,191,890.76,4921.03
2018-01-03,Jack Rabbit,149,191,3562.17,376.89
2018-01-04,Copacabana,76,113,1088.0,4380.56
2018-01-04,Noodle Bar,234,125,2319.32,2923.98
2018-01-04,Jack Rabbit,19,114,4538.1,260.94
2018-01-05,Copacabana,126,198,214.56,4045.07
2018-01-05,Noodle Bar,40,23,3610.91,1849.94
2018-01-05,Jack Rabbit,20,124,169.74,106.25
2018-01-06,Copacabana,198,265,4328.78,2528.98
2018-01-06,Noodle Bar,270,27,4999.41,4133.63
2018-01-06,Jack Rabbit,27,188,4757.17,717.61
2018-01-07,Copacabana,16,276,2224.94,1139.98
2018-01-07,Noodle Bar,222,281,4727.12,340.59
2018-01-07,Jack Rabbit,268,139,1380.29,3553.78
2018-01-08,Copacabana,229,123,4857.7,445.78
2018-01-08,Noodle Bar,110,135,1707.91,3681.17
2018-01-08,Jack Rabbit,147,190,4188.11,1680.8
2018-01-09,Copacabana,257,222,3200.39,2927.24
2018-01-09,Noodle Bar,124,290,2028.18,895.45
2018-01-09,Jack Rabbit,60,281,4730.85,206.09
2018-01-10,Copacabana,284,212,1931.66,699.74
2018-01-10,Noodle Bar,68,76,3345.53,2719.1
2018-01-10,Jack Rabbit,243,273,4406.65,531.01
2018-01-11,Copacabana,91,78,1649.43,2166.05
2018-01-11,Noodle Bar,156,12,273.38,2810.5
2018-01-11,Jack Rabbit,276,171,709.6,3338.08
2018-01-12,Copacabana,171,105,4547.1,1866.31
2018-01-12,Noodle Bar,181,105,423.76,367.55
2018-01-12,Jack Rabbit,56,94,4542.6,2043.38
2018-01-13,Copacabana,124,253,2207.06,256.36
2018-01-13,Noodle Bar,195,148,3973.86,4767.53
2018-01-13,Jack Rabbit,92,185,4272.15,3784.37
2018-01-14,Copacabana,230,57,4694.53,3307.35
2018-01-14,Noodle Bar,40,110,3302.01,3656.87
2018-01-14,Jack Rabbit,128,237,1415.18,341.67
2018-01-15,Copacabana,289,278,3281.66,881.23
2018-01-15,Noodle Bar,192,79,1824.6,1587.37
2018-01-15,Jack Rabbit,248,230,3449.1,4241.24
2018-01-16,Copacabana,254,154,2671.24,361.99
2018-01-16,Noodle Bar,244,176,4051.39,1682.57
2018-01-16,Jack Rabbit,121,143,488.07,1559.5
2018-01-17,Copacabana,261,25,4411.2,763.87
2018-01-17,Noodle Bar,50,1,2111.58,1592.0
2018-01-17,Jack Rabbit,38,199,4026.76,4396.74
2018-01-18,Copacabana,45,181,2081.48,3479.22
2018-01-18,Noodle Bar,175,79,1541.95,3894.22
2018-01-18,Jack Rabbit,287,281,4846.83,3567.02
2018-01-19,Copacabana,193,121,424.16,3636.82
2018-01-19,Noodle Bar,57,62,2631.89,4106.71
2018-01-19,Jack Rabbit,253,211,3877.31,560.16
2018-01-20,Copacabana,33,53,1463.91,3923.79
2018-01-20,Noodle Bar,160,61,2142.58,4845.88
2018-01-20,Jack Rabbit,90,57,4924.64,2188.71
2018-01-21,Copacabana,132,75,4708.29,1826.83
2018-01-21,Noodle Bar,110,183,4707.91,1574.32
2018-01-21,Jack Rabbit,76,26,2604.81,930.17
2018-01-22,Copacabana,222,199,4662.49,4271.18
2018-01-22,Noodle Bar,162,93,4457.41,3140.47
2018-01-22,Jack Rabbit,46,255,2855.74,1269.64
2018-01-23,Copacabana,20,192,2057.42,2055.35
2018-01-23,Noodle Bar,283,222,4074.44,4797.55
2018-01-23,Jack Rabbit,96,227,4122.47,811.99
2018-01-24,Copacabana,290,251,82.84,4404.74
2018-01-24,Noodle Bar,259,137,4902.17,3869.12
2018-01-24,Jack Rabbit,247,246,1050.99,2535.26
2018-01-25,Copacabana,51,110,4179.4,2049.46
2018-01-25,Noodle Bar,27,41,1736.93,3224.74
2018-01-25,Jack Rabbit,173,113,1665.15,1633.91
2018-01-26,Copacabana,3,251,2968.58,4832.65
2018-01-26,Noodle Bar,240,262,3230.2,2062.25
2018-01-26,Jack Rabbit,201,76,1778.57,917.17
2018-01-27,Copacabana,130,199,1917.29,4791.9
2018-01-27,Noodle Bar,289,97,2411.31,1126.25
2018-01-27,Jack Rabbit,201,101,2927.67,4313.03
2018-01-28,Copacabana,249,191,59.57,3268.74
2018-01-28,Noodle Bar,295,268,2684.09,2167.03
2018-01-28,Jack Rabbit,180,25,3710.73,1805.95
2018-01-29,Copacabana,95,277,2291.22,2607.67
2018-01-29,Noodle Bar,126,0,4126.04,2675.07
2018-01-29,Jack Rabbit,252,244,1513.05,3797.93
2018-01-30,Copacabana,182,230,4773.25,2399.39
2018-01-30,Noodle Bar,25,47,1382.1,2516.05
2018-01-30,Jack Rabbit,101,300,2379.75,3645.36
2018-01-31,Copacabana,65,15,1571.5,1128.54
2018-01-31,Noodle Bar,98,64,4513.53,1705.37
2018-01-31,Jack Rabbit,255,240,4907.68,2385.62
2018-02-01,Copacabana,101,113,3564.85,4142.06
2018-02-01,Noodle Bar,289,176,720.52,2659.73
2018-02-01,Jack Rabbit,178,171,2506.45,2122.99
2018-02-02,Copacabana,14,229,4938.12,4603.71
2018-02-02,Noodle Bar,166,130,3129.54,3762.43
2018-02-02,Jack Rabbit,25,119,4093.56,4678.77
2018-02-03,Copacabana,147,139,1456.91,3537.79
2018-02-03,Noodle Bar,10,141,1239.57,3115.34
2018-02-03,Jack Rabbit,282,241,4539.84,3582.93
2018-02-04,Copacabana,271,284,1254.91,281.53
2018-02-04,Noodle Bar,228,200,202.24,992.6
2018-02-04,Jack Rabbit,242,296,1037.87,1756.88
2018-02-05,Copacabana,18,172,1517.15,1378.11
2018-02-05,Noodle Bar,132,281,2397.37,4430.68
2018-02-05,Jack Rabbit,86,126,2031.05,899.08
2018-02-06,Copacabana,147,129,4178.85,991.95
2018-02-06,Noodle Bar,125,188,2207.86,519.75
2018-02-06,Jack Rabbit,49,40,1494.95,1320.6
2018-02-07,Copacabana,176,221,151.05,541.2
2018-02-07,Noodle Bar,126,7,4217.74,1702.48
2018-02-07,Jack Rabbit,22,32,4022.61,726.3
2018-02-08,Copacabana,261,274,1349.32,1322.84
2018-02-08,Noodle Bar,102,86,3403.11,87.78
2018-02-08,Jack Rabbit,79,100,2539.67,3301.85
2018-02-09,Copacabana,166,3,3686.86,1106.32
2018-02-09,Noodle Bar,29,84,1250.0,4059.99
2018-02-09,Jack Rabbit,34,9,4631.36,3468.21
2018-02-10,Copacabana,268,181,1765.77,2742.02
2018-02-10,Noodle Bar,94,212,1023.04,1520.56
2018-02-10,Jack Rabbit,270,240,945.33,1690.57
2018-02-11,Copacabana,121,226,1676.6,387.64
2018-02-11,Noodle Bar,67,134,1376.11,3709.39
2018-02-11,Jack Rabbit,165,219,1680.56,391.21
2018-02-12,Copacabana,59,296,4662.64,796.22
2018-02-12,Noodle Bar,103,187,2629.61,4590.15
2018-02-12,Jack Rabbit,41,287,4303.95,2799.28
2018-02-13,Copacabana,133,16,1102.63,939.71
2018-02-13,Noodle Bar,279,16,4045.62,3695.86
2018-02-13,Jack Rabbit,248,220,1.66,3359.61
2018-02-14,Copacabana,35,146,1320.51,4683.64
2018-02-14,Noodle Bar,232,122,4121.94,42.63
2018-02-14,Jack Rabbit,113,116,4642.98,3434.83
2018-02-15,Copacabana,48,137,514.35,1339.95
2018-02-15,Noodle Bar,58,248,352.33,912.96
2018-02-15,Jack Rabbit,158,290,3518.32,1863.97
2018-02-16,Copacabana,20,267,3598.35,1361.9
2018-02-16,Noodle Bar,1,35,2674.75,2674.95
2018-02-16,Jack Rabbit,220,262,764.07,4568.69
2018-02-17,Copacabana,46,65,4042.91,2720.09
2018-02-17,Noodle Bar,278,62,4071.38,1949.76
2018-02-17,Jack Rabbit,32,23,1515.27,1480.24
2018-02-18,Copacabana,134,52,698.91,976.97
2018-02-18,Noodle Bar,72,253,2078.0,2108.54
2018-02-18,Jack Rabbit,244,155,4390.15,4808.24
2018-02-19,Copacabana,181,206,1166.88,330.5
2018-02-19,Noodle Bar,168,149,3706.27,2162.69
2018-02-19,Jack Rabbit,268,51,4441.59,1234.26
2018-02-20,Copacabana,190,214,944.08,2363.51
2018-02-20,Noodle Bar,296,156,748.81,3152.18
2018-02-20,Jack Rabbit,224,9,3714.36,1616.79
2018-02-21,Copacabana,100,165,4741.8,3223.53
2018-02-21,Noodle Bar,191,267,2405.94,2533.33
2018-02-21,Jack Rabbit,55,229,3310.52,4902.48
2018-02-22,Copacabana,210,85,4078.89,4489.6
2018-02-22,Noodle Bar,6,180,3751.65,1629.3
2018-02-22,Jack Rabbit,11,98,2748.76,2909.23
2018-02-23,Copacabana,154,181,1678.3,4175.82
2018-02-23,Noodle Bar,291,269,389.88,2400.04
2018-02-23,Jack Rabbit,42,97,2829.43,2992.64
2018-02-24,Copacabana,115,207,1182.53,2339.91
2018-02-24,Noodle Bar,104,196,3461.95,155.92
2018-02-24,Jack Rabbit,151,180,1678.01,3438.62
